County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Choice Total,Total Votes
Elbert,Wyche,1095.0,636.0,217.0,5.0,858.0
Elbert,Moss-Ruckersville,468.0,267.0,78.0,7.0,352.0
Elbert,Pike,1596.0,741.0,428.0,27.0,1196.0
Elbert,Gaines,570.0,372.0,54.0,5.0,431.0
Elbert,Goshen,1612.0,954.0,232.0,20.0,1206.0
Elbert,Webbsboro,408.0,251.0,73.0,3.0,327.0
Elbert,Centerville,1011.0,604.0,141.0,8.0,753.0
Long,Beards Creek,1539.0,496.0,331.0,20.0,847.0
Long,Rye Patch/Oak Dale,3131.0,1026.0,598.0,52.0,1676.0
Long,South Ludowici,1392.0,311.0,330.0,14.0,655.0
Long,North Ludowici,2281.0,597.0,521.0,45.0,1163.0
Long,Tibet,920.0,435.0,94.0,13.0,542.0
Long,Alma Flournoy,298.0,167.0,37.0,3.0,207.0
Long,Faith Baptist Annex,909.0,357.0,118.0,16.0,491.0
Randolph,Coleman,229.0,96.0,74.0,2.0,172.0
Randolph,Shellman,929.0,362.0,314.0,5.0,681.0
Randolph,Benevolence,354.0,178.0,78.0,1.0,257.0
Randolph,Cuthbert-Courthouse,2253.0,693.0,800.0,19.0,1512.0
Randolph,Cuthbert,323.0,18.0,215.0,3.0,236.0
Randolph,Springvale,253.0,57.0,125.0,1.0,183.0
Stephens,Senior Center,0.0,9353.0,2187.0,228.0,11768.0
Butts,Butts County Admin Bldg,17154.0,8328.0,3128.0,215.0,11671.0
Charlton,Folkston,2420.0,723.0,769.0,49.0,1541.0
Charlton,GA Bend,509.0,318.0,25.0,4.0,347.0
Charlton,St George,661.0,401.0,22.0,6.0,429.0
Charlton,American Legion,748.0,527.0,49.0,10.0,586.0
Charlton,Homeland,864.0,522.0,63.0,10.0,595.0
Charlton,Folkston Fire,767.0,478.0,50.0,20.0,548.0
Charlton,Racepond,266.0,187.0,22.0,1.0,210.0
Charlton,Winokur,317.0,201.0,16.0,4.0,221.0
Cook,Cecil,1899.0,650.0,476.0,31.0,1157.0
Cook,Delle Beamguard,2446.0,1231.0,402.0,28.0,1661.0
Cook,Elm Pine,531.0,23.0,242.0,9.0,274.0
Cook,Lenox,1275.0,691.0,171.0,18.0,880.0
Cook,Massee,919.0,512.0,114.0,10.0,636.0
Cook,New Life Baptist Church,1233.0,752.0,109.0,22.0,883.0
Cook,Riverbend,1280.0,783.0,126.0,16.0,925.0
Cook,Sparks,1049.0,222.0,323.0,11.0,556.0
Paulding,Burnt Hickory Park,6242.0,3984.0,861.0,122.0,4967.0
Paulding,Crossroads Library,3662.0,2205.0,825.0,75.0,3105.0
Paulding,Shelton Elementary,5095.0,2491.0,1424.0,90.0,4005.0
Paulding,Russom Elementary,8243.0,4416.0,2135.0,163.0,6714.0
Paulding,Paulding Sr Center,5972.0,2692.0,1608.0,132.0,4432.0
Paulding,Legacy Bapt Church,4443.0,1821.0,1166.0,89.0,3076.0
Paulding,Watson Govt Cmplx,10774.0,4101.0,2916.0,254.0,7271.0
Paulding,West Ridge Church,11546.0,5730.0,2571.0,251.0,8552.0
Paulding,Events Place,4923.0,1262.0,2152.0,84.0,3498.0
Paulding,Poplar Sprgs Bapt Church,4825.0,1472.0,1804.0,79.0,3355.0
Paulding,D Wright Innovation Ctr,7137.0,3053.0,1925.0,126.0,5104.0
Paulding,Nebo Elem School,10070.0,5029.0,1888.0,232.0,7149.0
Paulding,White Oak Park,5833.0,2528.0,1436.0,118.0,4082.0
Paulding,Mulberry Rock Park,5911.0,3575.0,745.0,95.0,4415.0
Paulding,Beulahland Baptist Church,2547.0,1408.0,397.0,48.0,1853.0
Paulding,Paulding County Airport,4132.0,2158.0,668.0,105.0,2931.0
Paulding,Picketts Mill Baptist Church,2748.0,1510.0,616.0,51.0,2177.0
Paulding,Taylor Farm Park,2761.0,1202.0,721.0,50.0,1973.0
Paulding,Dobbins Middle School,8081.0,2848.0,2897.0,144.0,5889.0
Clay,Bluffton,383.0,175.0,84.0,8.0,267.0
Clay,Zetto,366.0,77.0,167.0,6.0,250.0
Clay,Court House,390.0,59.0,188.0,1.0,248.0
Clay,Old Head Start,453.0,134.0,165.0,5.0,304.0
Clay,Days Cross Road,461.0,202.0,144.0,1.0,347.0
Taliaferro,Sharon,253.0,72.0,106.0,2.0,180.0
Taliaferro,Crawfordville,992.0,294.0,415.0,13.0,722.0
Gordon,Sugar Valley,1471.0,876.0,106.0,20.0,1002.0
Gordon,Plainville,2044.0,1101.0,193.0,24.0,1318.0
Gordon,Sonoraville,5380.0,3186.0,479.0,82.0,3747.0
Gordon,Pine Chapel,1071.0,632.0,80.0,14.0,726.0
Gordon,Oostanaula,667.0,393.0,87.0,11.0,491.0
Gordon,Oakman,1439.0,761.0,107.0,26.0,894.0
Gordon,Gordon County,6423.0,3153.0,738.0,85.0,3976.0
Gordon,Calhoun City,9532.0,4172.0,1613.0,155.0,5940.0
Gordon,Lily Pond,1914.0,1071.0,194.0,40.0,1305.0
Gordon,Fairmount,1991.0,1174.0,141.0,45.0,1360.0
Gordon,Red Bud,2965.0,1674.0,320.0,44.0,2038.0
Gordon,Resaca,1532.0,818.0,124.0,27.0,969.0
Tattnall,Cobbtown,761.0,421.0,100.0,11.0,532.0
Tattnall,Shiloh,1111.0,360.0,174.0,14.0,548.0
Tattnall,Collins,1482.0,758.0,220.0,20.0,998.0
Tattnall,Manassas,265.0,141.0,50.0,6.0,197.0
Tattnall,District II,2500.0,1058.0,505.0,29.0,1592.0
Tattnall,East Glennville,2506.0,1398.0,351.0,39.0,1788.0
Tattnall,District IV,2497.0,1206.0,487.0,28.0,1721.0
Tattnall,District V,1062.0,612.0,91.0,12.0,715.0
Bulloch,Lockhart,720.0,376.0,150.0,10.0,536.0
Bulloch,Emit,3360.0,1608.0,715.0,75.0,2398.0
Bulloch,Statesboro,6312.0,1922.0,1977.0,89.0,3988.0
Bulloch,Portal,1735.0,822.0,304.0,22.0,1148.0
Bulloch,Fair,6335.0,2552.0,1652.0,99.0,4303.0
Bulloch,Church,5793.0,1759.0,1896.0,97.0,3752.0
Bulloch,Pittman Park,5279.0,982.0,1669.0,106.0,2757.0
Bulloch,Leefield,1000.0,615.0,111.0,23.0,749.0
Bulloch,Blitch,1947.0,1128.0,389.0,19.0,1536.0
Bulloch,Hagin,2403.0,1054.0,550.0,37.0,1641.0
Bulloch,Brooklet,3351.0,1851.0,563.0,52.0,2466.0
Bulloch,Stilson,2137.0,1166.0,239.0,26.0,1431.0
Bulloch,Bay,1610.0,968.0,202.0,24.0,1194.0
Bulloch,Nevils,1299.0,729.0,162.0,18.0,909.0
Bulloch,Sinkhole,488.0,294.0,57.0,5.0,356.0
Bulloch,Register,969.0,406.0,210.0,13.0,629.0
Terrell,Dawson,3043.0,477.0,1366.0,28.0,1871.0
Terrell,Sasser,1355.0,638.0,299.0,13.0,950.0
Terrell,Bronwood,885.0,318.0,270.0,4.0,592.0
Terrell,Parrott,412.0,202.0,111.0,5.0,318.0
Terrell,Graves,598.0,289.0,140.0,3.0,432.0
Terrell,Herod-Dover,301.0,116.0,91.0,5.0,212.0
Chatham,1-01C First Presbyterian Church3187,3187.0,973.0,1543.0,47.0,2563.0
Chatham,1-05C JEA Building,2106.0,593.0,925.0,37.0,1555.0
Chatham,1-06C Central Church of Christ2035,2035.0,865.0,670.0,36.0,1571.0
Chatham,1-08C Grace United Methodist Church1667,1667.0,634.0,553.0,20.0,1207.0
Chatham,1-09C Immanuel Baptist Church 739,739.0,182.0,250.0,9.0,441.0
Chatham,1-10C St Thomas Episcopal Church1101,1101.0,643.0,279.0,18.0,940.0
Chatham,1-12C Isle of Hope Baptist,1909.0,1127.0,484.0,16.0,1627.0
Chatham,1-13C The Sanctuary,1396.0,579.0,404.0,22.0,1005.0
Chatham,1-14C Compassion Christian Church1718,1718.0,779.0,481.0,19.0,1279.0
Chatham,1-16C Ferguson Ave Baptist,2905.0,1491.0,568.0,30.0,2089.0
Chatham,1-17C Islands Christian Church3136,3136.0,1680.0,792.0,46.0,2518.0
Chatham,2-02C Blackshear Community Center1714,1714.0,171.0,685.0,20.0,876.0
Chatham,2-03C W W Law Center,1609.0,126.0,686.0,26.0,838.0
Chatham,2-04C Fellowship of Love Church3178,3178.0,132.0,1597.0,45.0,1774.0
Chatham,2-05C Holy Spirit Lutheran Church2079,2079.0,132.0,1098.0,37.0,1267.0
Chatham,2-06C Eli Whitney Complex,759.0,58.0,324.0,13.0,395.0
Chatham,2-07C Christ Community Church 2808,2808.0,234.0,1299.0,38.0,1571.0
Chatham,2-09C Salvation Army,3342.0,252.0,1696.0,50.0,1998.0
Chatham,2-11C Stillwell Towers,1900.0,164.0,816.0,17.0,997.0
Chatham,2-12C Williams Court Apts,1683.0,121.0,797.0,36.0,954.0
Chatham,3-01C Old Courthouse,458.0,126.0,165.0,7.0,298.0
Chatham,3-02C Temple Mickve Israel,1598.0,437.0,655.0,19.0,1111.0
Chatham,3-03C Savannah High School,1185.0,69.0,517.0,13.0,599.0
Chatham,3-04C First African Baptist Church1558,1558.0,68.0,775.0,15.0,858.0
Chatham,3-05C Aldersgate Youth Center 2107,2107.0,272.0,871.0,46.0,1189.0
Chatham,3-08C Jenkins High School,1210.0,218.0,557.0,15.0,790.0
Chatham,3-09C Cokesbury Methodist,664.0,285.0,224.0,12.0,521.0
Chatham,3-10C Bible Baptist Church,2640.0,215.0,1351.0,29.0,1595.0
Chatham,3-11C Southside Baptist Church1481,1481.0,158.0,693.0,19.0,870.0
Chatham,3-12C Thunderbolt Muni Complex1678,1678.0,506.0,627.0,30.0,1163.0
Chatham,3-13C New Cov 7 Day Adv Ch,2303.0,523.0,820.0,29.0,1372.0
Chatham,3-14C Oglethorpe Charter Academy2381,2381.0,329.0,1167.0,25.0,1521.0
Chatham,3-15C Eli Whitney Complex,816.0,292.0,338.0,13.0,643.0
Chatham,4-02C Frank Murray Comm Center2472,2472.0,1002.0,652.0,35.0,1689.0
Chatham,4-04C Lighthouse Baptist Church2470,2470.0,1221.0,578.0,39.0,1838.0
Chatham,4-05C St Francis Episcopal Church2244,2244.0,1111.0,577.0,54.0,1742.0
Chatham,4-06C First Baptist of the Island2252,2252.0,1228.0,523.0,29.0,1780.0
Chatham,4-07C Wilmington Island UMC,3370.0,1569.0,853.0,56.0,2478.0
Chatham,4-08C Wilmington Island Pres Church2678,2678.0,1520.0,634.0,29.0,2183.0
Chatham,4-10C Guard House Comm Ctr,1469.0,694.0,435.0,21.0,1150.0
Chatham,4-11C Tybee Island School Cafe1640,1640.0,772.0,477.0,13.0,1262.0
Chatham,4-12C St Peters Episcopal,2294.0,1399.0,553.0,17.0,1969.0
Chatham,4-13C Skidaway Island Pres Church2469,2469.0,1468.0,644.0,11.0,2123.0
Chatham,4-14C Skidaway Island Baptist 1744,1744.0,992.0,491.0,9.0,1492.0
Chatham,4-15C Skidaway Island State Park0,0.0,1044.0,505.0,13.0,1562.0
Chatham,5-01C Bartlett Middle School,1063.0,151.0,438.0,24.0,613.0
Chatham,5-02C Senior Citizens Center,783.0,46.0,347.0,7.0,400.0
Chatham,5-03C Butler Presbyterian Church1078,1078.0,21.0,528.0,15.0,564.0
Chatham,5-05C Liberty City Comm Ctr,2574.0,61.0,1551.0,27.0,1639.0
Chatham,5-06C Seed Church,2598.0,184.0,1019.0,45.0,1248.0
Chatham,5-07C Station 1,1856.0,243.0,769.0,37.0,1049.0
Chatham,5-08C Savannah Primitive BC,1848.0,285.0,792.0,34.0,1111.0
Chatham,5-10C Tatumville Community Center3507,3507.0,106.0,1859.0,41.0,2006.0
Chatham,5-11C Largo-Tibet Elementary,3019.0,383.0,1289.0,50.0,1722.0
Chatham,6-01C White Bluff Presbyterian1919,1919.0,384.0,739.0,47.0,1170.0
Chatham,6-02C Windsor Forest Baptist,2290.0,1006.0,748.0,38.0,1792.0
Chatham,6-03C Crusader Comm Center,2736.0,794.0,1131.0,35.0,1960.0
Chatham,6-05C Windsor Hall,1993.0,423.0,785.0,33.0,1241.0
Chatham,6-06C The Light Church,1543.0,424.0,459.0,41.0,924.0
Chatham,6-08C Christ Memorial Baptist Church2194,2194.0,317.0,873.0,38.0,1228.0
Chatham,6-09C Trinity Lutheran Church 3319,3319.0,945.0,1246.0,63.0,2254.0
Chatham,6-10C Station 3,4184.0,1356.0,1529.0,56.0,2941.0
Chatham,6-11C Bamboo Farms,5149.0,951.0,2081.0,83.0,3115.0
Chatham,7-01C Garden City Senior Ctr,1542.0,474.0,401.0,29.0,904.0
Chatham,7-03C PB Edwards Gym,1290.0,500.0,238.0,22.0,760.0
Chatham,7-04C Lake Shore Comm Ctr,3067.0,420.0,1449.0,47.0,1916.0
Chatham,7-05C Woodlawn Baptist Church 1305,1305.0,297.0,435.0,12.0,744.0
Chatham,7-06C Pooler City Hall,3555.0,1032.0,1119.0,59.0,2210.0
Chatham,7-07C Rothwell Baptist Church 3932,3932.0,1563.0,992.0,68.0,2623.0
Chatham,7-08C Bloomingdale Comm Ctr,2733.0,1342.0,363.0,44.0,1749.0
Chatham,7-09C Savannah Holy C of G,2823.0,700.0,960.0,33.0,1693.0
Chatham,7-10C Progressive Rec Center,4288.0,861.0,1634.0,83.0,2578.0
Chatham,7-11C Seventh Day Adv Church,6469.0,1404.0,2470.0,135.0,4009.0
Chatham,7-12C Pooler Church,3334.0,939.0,1391.0,58.0,2388.0
Chatham,7-13C Southside Fire Trng Ctr 2513,2513.0,1294.0,763.0,32.0,2089.0
Chatham,7-14C Coastal Cathedral,7572.0,1615.0,3269.0,119.0,5003.0
Chatham,7-15C Rice Creek School,2564.0,529.0,965.0,44.0,1538.0
Chatham,7-16C Pooler Recreation Center Gymnasium3701,3701.0,1416.0,1176.0,68.0,2660.0
Chatham,8-01C Civic Center,850.0,66.0,252.0,7.0,325.0
Chatham,8-02C Hellenic Center,1709.0,171.0,800.0,32.0,1003.0
Chatham,8-03C Silk Hope Baptist Church831,831.0,297.0,159.0,10.0,466.0
Chatham,8-05C W Broad St YMCA,1543.0,38.0,620.0,21.0,679.0
Chatham,8-06C Tompkins Rec Center,1055.0,24.0,490.0,17.0,531.0
Chatham,8-07C Woodville-Tompkins TI,630.0,15.0,315.0,6.0,336.0
Chatham,8-08C Resur of Our Lord Church1704,1704.0,29.0,846.0,14.0,889.0
Chatham,8-09C Moses Jackson Center,1362.0,20.0,658.0,17.0,695.0
Chatham,8-10C Carver Heights Comm Ctr 1784,1784.0,23.0,957.0,17.0,997.0
Chatham,8-11C Butler Elementary,1386.0,26.0,914.0,8.0,948.0
Chatham,8-12C Beach High School,1310.0,112.0,528.0,14.0,654.0
Chatham,8-13C Savannah Christian,1022.0,254.0,131.0,20.0,405.0
Chatham,8-15C Garden City Rec Center,1622.0,73.0,735.0,8.0,816.0
Chatham,8-16C Royal Cinemas and IMAX,3087.0,968.0,1141.0,51.0,2160.0
Schley,Precinct One,2882.0,1783.0,439.0,34.0,2256.0
Putnam,101,3264.0,1200.0,966.0,36.0,2202.0
Putnam,104,3380.0,1193.0,1113.0,31.0,2337.0
Putnam,105,3734.0,2503.0,493.0,41.0,3037.0
Putnam,106,1332.0,823.0,164.0,23.0,1010.0
Putnam,107,4293.0,2560.0,563.0,58.0,3181.0
Franklin,Carnesville,2382.0,1564.0,183.0,18.0,1765.0
Franklin,West Franklin,1764.0,1042.0,118.0,24.0,1184.0
Franklin,Northeast Franklin,2935.0,1731.0,295.0,29.0,2055.0
Franklin,Lavonia,2355.0,1211.0,336.0,34.0,1581.0
Franklin,Canon,1244.0,780.0,112.0,18.0,910.0
Franklin,Royston,2034.0,1120.0,259.0,32.0,1411.0
Franklin,Southwest Franklin,2432.0,1545.0,162.0,32.0,1739.0
Coffee,Douglas,17243.0,6436.0,3289.0,198.0,9923.0
Coffee,Ambrose,2053.0,1089.0,259.0,22.0,1370.0
Coffee,Bridgetown,344.0,186.0,58.0,6.0,250.0
Coffee,Broxton,2398.0,1177.0,365.0,24.0,1566.0
Coffee,Nicholls,2115.0,933.0,272.0,32.0,1237.0
Coffee,West Green,961.0,603.0,38.0,4.0,645.0
Heard,Centralhatchee,1767.0,1103.0,181.0,28.0,1312.0
Heard,Cooksville-Corinth,700.0,381.0,35.0,6.0,422.0
Heard,Enon Grove,1156.0,625.0,80.0,18.0,723.0
Heard,Ephesus,1321.0,840.0,79.0,14.0,933.0
Heard,Franklin,2178.0,1103.0,326.0,36.0,1465.0
Heard,Southwest,640.0,361.0,101.0,11.0,473.0
Chattahoochee,Activity Center,0.0,850.0,636.0,60.0,1546.0
Greene,Greensboro,3999.0,1312.0,1437.0,44.0,2793.0
Greene,Union Point,1873.0,609.0,649.0,21.0,1279.0
Greene,Siloam,991.0,336.0,352.0,8.0,696.0
Greene,White Plains,347.0,143.0,118.0,2.0,263.0
Greene,Old Salem,6961.0,4847.0,1207.0,77.0,6131.0
Ware,100,4740.0,509.0,1835.0,75.0,2419.0
Ware,200A,2730.0,1077.0,554.0,45.0,1676.0
Ware,200B,976.0,207.0,275.0,9.0,491.0
Ware,300,4061.0,2105.0,594.0,56.0,2755.0
Ware,304,1269.0,657.0,116.0,13.0,786.0
Ware,400,3538.0,2176.0,356.0,31.0,2563.0
Ware,404,373.0,262.0,25.0,3.0,290.0
Ware,405,636.0,448.0,21.0,6.0,475.0
Ware,406,1659.0,1058.0,107.0,18.0,1183.0
Ware,407,505.0,339.0,17.0,1.0,357.0
Ware,408,523.0,354.0,19.0,0.0,373.0
Ware,409,984.0,641.0,54.0,12.0,707.0
Hancock,Devereux Fire Station,1006.0,399.0,361.0,17.0,777.0
Hancock,St Mark,576.0,67.0,295.0,5.0,367.0
Hancock,Courthouse,931.0,146.0,453.0,14.0,613.0
Hancock,Second Beulah,472.0,46.0,310.0,2.0,358.0
Hancock,Mayfield Community Center,356.0,40.0,178.0,4.0,222.0
Hancock,Power of God,731.0,99.0,366.0,13.0,478.0
Hancock,Warren Chapel,268.0,128.0,86.0,2.0,216.0
Hancock,Youth Center,975.0,124.0,540.0,6.0,670.0
Hancock,Second Darrien,364.0,96.0,188.0,3.0,287.0
Hancock,Sparta 4C,148.0,28.0,81.0,0.0,109.0
Union,Blairsville,2435.0,1467.0,337.0,49.0,1853.0
Union,Coosa,2294.0,1530.0,256.0,39.0,1825.0
Union,Choestoe,1377.0,898.0,189.0,18.0,1105.0
Union,Jones Creek,1945.0,1324.0,257.0,28.0,1609.0
Union,Owltown,1517.0,957.0,247.0,20.0,1224.0
Union,Ivy Log,2008.0,1370.0,241.0,53.0,1664.0
Union,Suches,611.0,366.0,87.0,11.0,464.0
Union,Trackrock,1110.0,709.0,160.0,16.0,885.0
Union,Dooley,1531.0,936.0,247.0,31.0,1214.0
Union,Gumlog,2143.0,1398.0,248.0,46.0,1692.0
Union,Pat Colwell,2230.0,1468.0,347.0,28.0,1843.0
Dooly,Lilly,536.0,174.0,169.0,4.0,347.0
Dooly,Byromville,609.0,229.0,212.0,6.0,447.0
Dooly,Unadilla,1634.0,542.0,514.0,20.0,1076.0
Dooly,Vienna,2696.0,927.0,841.0,35.0,1803.0
Dooly,Pinehurst,474.0,286.0,90.0,10.0,386.0
Murray,McDonald,2524.0,1410.0,231.0,48.0,1689.0
Murray,Shuck Pen,2940.0,1616.0,329.0,49.0,1994.0
Murray,Southwest,3215.0,1671.0,239.0,45.0,1955.0
Murray,Spring Place,3671.0,2008.0,470.0,57.0,2535.0
Murray,Town,5766.0,3299.0,683.0,116.0,4098.0
Murray,Carters-Doolittle,2045.0,1174.0,170.0,22.0,1366.0
Murray,North,2123.0,1315.0,174.0,25.0,1514.0
Hart,Hartwell,6451.0,3230.0,1347.0,102.0,4679.0
Hart,Goldmine,1901.0,1094.0,253.0,24.0,1371.0
Hart,Cokesbury,1162.0,503.0,319.0,13.0,835.0
Hart,Reed Creek,2990.0,1899.0,421.0,36.0,2356.0
Hart,Bowersville,1395.0,816.0,166.0,7.0,989.0
Hart,Shoal Creek,1656.0,1043.0,180.0,21.0,1244.0
Hart,Bio,1374.0,792.0,251.0,15.0,1058.0
Glascock,Edgehill,136.0,107.0,11.0,0.0,118.0
Glascock,Gibson,677.0,425.0,50.0,11.0,486.0
Glascock,Mill,778.0,542.0,42.0,6.0,590.0
Glascock,Mitchell,448.0,292.0,47.0,7.0,346.0
Bleckley,Fairground,0.0,4281.0,1249.0,114.0,5644.0
Worth,Sylvester,3006.0,615.0,1006.0,31.0,1652.0
Worth,Scooterville,603.0,372.0,26.0,5.0,403.0
Worth,Minton,543.0,377.0,26.0,7.0,410.0
Worth,Bridgeboro,1286.0,668.0,140.0,14.0,822.0
Worth,County Line,887.0,395.0,86.0,12.0,493.0
Worth,Isabella,1424.0,873.0,124.0,12.0,1009.0
Worth,Piney Woods,336.0,123.0,81.0,4.0,208.0
Worth,Sylvester East,1406.0,708.0,209.0,22.0,939.0
Worth,Poulan,887.0,480.0,110.0,3.0,593.0
Worth,Sumner,871.0,457.0,111.0,7.0,575.0
Worth,Shingler,554.0,373.0,41.0,7.0,421.0
Worth,Red Rock,1287.0,567.0,153.0,19.0,739.0
Worth,Doles,449.0,277.0,34.0,4.0,315.0
Worth,Oakfield,229.0,103.0,47.0,1.0,151.0
Worth,Warwick,701.0,338.0,133.0,9.0,480.0
Forsyth,01 Big Creek,11222.0,5147.0,3667.0,197.0,9011.0
Forsyth,02 Brandywine,4500.0,1415.0,1747.0,82.0,3244.0
Forsyth,03 Browns Bridge,10740.0,6061.0,1720.0,261.0,8042.0
Forsyth,04 Chestatee,6776.0,4147.0,836.0,140.0,5123.0
Forsyth,05 Coal Mountain,7852.0,4332.0,1476.0,177.0,5985.0
Forsyth,06 Crossroads,7061.0,3932.0,1018.0,167.0,5117.0
Forsyth,07 Cumming,6281.0,2942.0,1248.0,157.0,4347.0
Forsyth,08 Mashburn,8296.0,4701.0,1769.0,176.0,6646.0
Forsyth,10 Midway,11631.0,6510.0,2860.0,250.0,9620.0
Forsyth,15 Heardsville,8091.0,4769.0,1401.0,178.0,6348.0
Forsyth,16 Otwell,6333.0,3535.0,1149.0,149.0,4833.0
Forsyth,19 Old Atlanta,3739.0,1862.0,1070.0,60.0,2992.0
Forsyth,21 South Forsyth,8318.0,4533.0,2097.0,111.0,6741.0
Forsyth,25 Windermere,9714.0,4689.0,3021.0,149.0,7859.0
Forsyth,27 Concord,9858.0,5955.0,1593.0,239.0,7787.0
Forsyth,29 Polo,11222.0,5498.0,3029.0,216.0,8743.0
Forsyth,34 Fowler,4965.0,2216.0,1584.0,97.0,3897.0
Forsyth,35 Johns Creek,8444.0,3628.0,2948.0,138.0,6714.0
Forsyth,36 Nichols,6989.0,3408.0,2188.0,153.0,5749.0
Forsyth,37 Sawnee,11952.0,6372.0,2808.0,289.0,9469.0
McDuffie,131,1172.0,154.0,578.0,11.0,743.0
McDuffie,132,1507.0,1030.0,119.0,17.0,1166.0
McDuffie,133A,1278.0,583.0,245.0,16.0,844.0
McDuffie,133B,1959.0,1046.0,307.0,42.0,1395.0
McDuffie,134,1908.0,529.0,786.0,17.0,1332.0
McDuffie,135,3089.0,1454.0,674.0,37.0,2165.0
McDuffie,136,1940.0,191.0,839.0,31.0,1061.0
McDuffie,137,1202.0,761.0,168.0,17.0,946.0
McDuffie,139,978.0,450.0,252.0,16.0,718.0
Carroll,Kansas,1165.0,775.0,68.0,19.0,862.0
Carroll,Bowdon,3289.0,1453.0,470.0,51.0,1974.0
Carroll,Sandhill,4459.0,2006.0,746.0,77.0,2829.0
Carroll,Center Point,1775.0,1188.0,146.0,18.0,1352.0
Carroll,Mt Zion,2641.0,1441.0,269.0,36.0,1746.0
Carroll,Burwell,1564.0,874.0,183.0,21.0,1078.0
Carroll,Clem,3695.0,2063.0,594.0,68.0,2725.0
Carroll,Bowdon Junction,1547.0,720.0,218.0,26.0,964.0
Carroll,Tyus,1920.0,1163.0,179.0,13.0,1355.0
Carroll,Fairfield,3867.0,2124.0,740.0,65.0,2929.0
Carroll,Hulett,2408.0,1389.0,294.0,45.0,1728.0
Carroll,Bethany,4779.0,1549.0,1043.0,83.0,2675.0
Carroll,V R County South,2942.0,1466.0,397.0,40.0,1903.0
Carroll,V R County North,5472.0,2277.0,1002.0,123.0,3402.0
Carroll,Villa Rica City,7250.0,2008.0,2098.0,135.0,4241.0
Carroll,Temple County,4354.0,2093.0,489.0,76.0,2658.0
Carroll,Temple City,3700.0,1496.0,761.0,64.0,2321.0
Carroll,Whitesburg,2190.0,1211.0,212.0,34.0,1457.0
Carroll,Roopville,3200.0,1861.0,302.0,50.0,2213.0
Carroll,West Carrollton,4380.0,797.0,1358.0,92.0,2247.0
Carroll,Lakeshore Rec Center,1671.0,573.0,426.0,31.0,1030.0
Carroll,Bonner,3736.0,1353.0,979.0,53.0,2385.0
Carroll,University of W GA,2164.0,704.0,549.0,24.0,1277.0
Carroll,County Admin Bldg,2620.0,994.0,693.0,62.0,1749.0
Carroll,Tabernacle Church,1628.0,717.0,389.0,27.0,1133.0
Carroll,Burson Center,1466.0,633.0,310.0,22.0,965.0
Carroll,Old Camp Church,2297.0,1229.0,397.0,40.0,1666.0
Carroll,Oak Grove,1668.0,840.0,237.0,32.0,1109.0
Towns,Young Harris,3323.0,1902.0,505.0,43.0,2450.0
Towns,Macedonia,3828.0,2256.0,463.0,55.0,2774.0
Towns,Hiawassee,3542.0,2133.0,483.0,48.0,2664.0
Upson,Yatesville,1347.0,767.0,247.0,13.0,1027.0
Upson,Salem,370.0,41.0,262.0,3.0,306.0
Upson,Redbone,8219.0,4668.0,1231.0,90.0,5989.0
Upson,Town,8239.0,3092.0,2260.0,110.0,5462.0
Jenkins,Primary School,974.0,246.0,354.0,17.0,617.0
Jenkins,Court House,1039.0,297.0,341.0,12.0,650.0
Jenkins,Perkins,1021.0,536.0,159.0,9.0,704.0
Jenkins,Senior Citizens Center,974.0,584.0,107.0,10.0,701.0
Jenkins,Four Points,1058.0,492.0,233.0,3.0,728.0
Morgan,Northeast Morgan,2919.0,958.0,1147.0,46.0,2151.0
Morgan,East Morgan,2228.0,1410.0,374.0,37.0,1821.0
Morgan,Beth/Springfield,862.0,547.0,132.0,12.0,691.0
Morgan,Central Morgan,2761.0,1558.0,571.0,38.0,2167.0
Morgan,Clacks Chapel,709.0,508.0,88.0,7.0,603.0
Morgan,West Morgan,2655.0,1687.0,386.0,39.0,2112.0
Morgan,North Morgan,2690.0,1591.0,453.0,38.0,2082.0
Oglethorpe,Beaverdam,3509.0,1807.0,713.0,70.0,2590.0
Oglethorpe,Crawford,3044.0,1439.0,675.0,79.0,2193.0
Oglethorpe,Lexington,4291.0,2254.0,935.0,85.0,3274.0
Lowndes,Hahira Train Depot,5526.0,3030.0,830.0,76.0,3936.0
Lowndes,Trinity,10900.0,3435.0,3096.0,214.0,6745.0
Lowndes,Northside,17467.0,6160.0,4428.0,244.0,10832.0
Lowndes,Naylor,1291.0,614.0,309.0,16.0,939.0
Lowndes,Rainwater,9877.0,4103.0,2280.0,118.0,6501.0
Lowndes,Mildred,4283.0,327.0,1730.0,43.0,2100.0
Lowndes,Clyattville,4755.0,2113.0,778.0,55.0,2946.0
Lowndes,Dasher,4255.0,2365.0,480.0,54.0,2899.0
Lowndes,S Lowndes,3967.0,2107.0,625.0,47.0,2779.0
Lowndes,VSU UC # 2,318.0,15.0,104.0,2.0,121.0
Lowndes,Jaycee Shack,6273.0,662.0,2639.0,75.0,3376.0
Lowndes,Northgate Assembly,1997.0,515.0,365.0,27.0,907.0
Lowndes,Mt Calvary,4447.0,174.0,1460.0,57.0,1691.0
Thomas,Barwick,630.0,379.0,90.0,11.0,480.0
Thomas,Boston,1632.0,591.0,511.0,26.0,1128.0
